#instr,model,trace_type,trace_name,IPC
1M,NOL2C-NOLLC,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,NOL2C-NOLLC,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,NOL2C-NOLLC,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,NOL2C-NOLLC,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,0.765818
1M,NOL2C-NOLLC,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,0.698934
1M,NOL2C-NOLLC,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,0.77274
1M,NOL2C-NOLLC,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,NOL2C-NOLLC,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,NOL2C-NOLLC,spec17,619.lbm_s-3766B.champsimtrace.xz,0.925153
1M,NOL2C-NOLLC,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,NOL2C-NOLLC,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.302194
1M,NOL2C-NOLLC,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.336949
1M,NOL2C-NOLLC,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572949
1M,NOL2C-NOLLC,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245418
1M,NOL2C-NOLLC,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.227669
1M,NOL2C-NOLLC,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448767
1M,NOL2C-NOLLC,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,NOL2C-NOLLC,spec17,628.pop2_s-17B.champsimtrace.xz,1.00946
1M,NOL2C-NOLLC,spec17,641.leela_s-1083B.champsimtrace.xz,0.782122
1M,NOL2C-NOLLC,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,NOL2C-NOLLC,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,NOL2C-NOLLC,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739436
1M,NOL2C-NOLLC,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,NOL2C-NOLLC,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,NOL2C-NOLLC,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,NOL2C-NOLLC,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,NOL2C-NOLLC,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,NOL2C-NOLLC,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,NOL2C-NOLLC,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,NOL2C-NOLLC,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,NOL2C-NOLLC,spec17,657.xz_s-2302B.champsimtrace.xz,0.689201
1M,NOL2C,spec17,600.perlbench_s-570B.champsimtrace.xz,1.311
1M,NOL2C,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,NOL2C,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,NOL2C,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,NOL2C,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,NOL2C,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,NOL2C,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,NOL2C,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,NOL2C,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,NOL2C,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,NOL2C,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,NOL2C,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,NOL2C,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,NOL2C,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,NOL2C,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,NOL2C,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,NOL2C,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,NOL2C,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.3237
1M,NOL2C,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.19429
1M,NOL2C,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.19162
1M,NOL2C,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,NOL2C,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,NOL2C,spec17,619.lbm_s-3766B.champsimtrace.xz,0.925153
1M,NOL2C,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,NOL2C,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.322194
1M,NOL2C,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.357
1M,NOL2C,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572949
1M,NOL2C,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245402
1M,NOL2C,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.234204
1M,NOL2C,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448767
1M,NOL2C,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,NOL2C,spec17,628.pop2_s-17B.champsimtrace.xz,1.14591
1M,NOL2C,spec17,641.leela_s-1083B.champsimtrace.xz,0.786168
1M,NOL2C,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,NOL2C,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,NOL2C,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739436
1M,NOL2C,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,NOL2C,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,NOL2C,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,NOL2C,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,NOL2C,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,NOL2C,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,NOL2C,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,NOL2C,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,NOL2C,spec17,657.xz_s-2302B.champsimtrace.xz,0.689201
1M,NOLLC,clientservertraces,client_001.champsimtrace.xz,0.9521
1M,NOLLC,clientservertraces,client_002.champsimtrace.xz,0.693844
1M,NOLLC,clientservertraces,client_003.champsimtrace.xz,1.32335
1M,NOLLC,clientservertraces,client_004.champsimtrace.xz,0.647286
1M,NOLLC,clientservertraces,client_005.champsimtrace.xz,0.655653
1M,NOLLC,clientservertraces,client_006.champsimtrace.xz,0.566166
1M,NOLLC,clientservertraces,client_007.champsimtrace.xz,0.804339
1M,NOLLC,clientservertraces,client_008.champsimtrace.xz,0.724818
1M,NOLLC,clientservertraces,server_001.champsimtrace.xz,0.636132
1M,NOLLC,clientservertraces,server_003.champsimtrace.xz,0.295449
1M,NOLLC,clientservertraces,server_004.champsimtrace.xz,0.307605
1M,NOLLC,clientservertraces,server_009.champsimtrace.xz,0.356266
1M,NOLLC,clientservertraces,server_010.champsimtrace.xz,0.35169
1M,NOLLC,clientservertraces,server_011.champsimtrace.xz,0.374663
1M,NOLLC,clientservertraces,server_012.champsimtrace.xz,0.358558
1M,NOLLC,clientservertraces,server_013.champsimtrace.xz,0.313346
1M,NOLLC,clientservertraces,server_014.champsimtrace.xz,1.1704
1M,NOLLC,clientservertraces,server_016.champsimtrace.xz,0.502512
1M,NOLLC,clientservertraces,server_017.champsimtrace.xz,0.238223
1M,NOLLC,clientservertraces,server_018.champsimtrace.xz,0.247623
1M,NOLLC,clientservertraces,server_019.champsimtrace.xz,0.254926
1M,NOLLC,clientservertraces,server_020.champsimtrace.xz,0.239601
1M,NOLLC,clientservertraces,server_021.champsimtrace.xz,0.228563
1M,NOLLC,clientservertraces,server_022.champsimtrace.xz,0.228355
1M,NOLLC,clientservertraces,server_023.champsimtrace.xz,0.52046
1M,NOLLC,clientservertraces,server_024.champsimtrace.xz,0.518936
1M,NOLLC,clientservertraces,server_025.champsimtrace.xz,0.542672
1M,NOLLC,clientservertraces,server_026.champsimtrace.xz,0.497331
1M,NOLLC,clientservertraces,server_027.champsimtrace.xz,0.499104
1M,NOLLC,clientservertraces,server_028.champsimtrace.xz,0.55959
1M,NOLLC,clientservertraces,server_029.champsimtrace.xz,0.494642
1M,NOLLC,clientservertraces,server_030.champsimtrace.xz,0.537381
1M,NOLLC,clientservertraces,server_031.champsimtrace.xz,0.526923
1M,NOLLC,clientservertraces,server_032.champsimtrace.xz,0.616787
1M,NOLLC,clientservertraces,server_033.champsimtrace.xz,0.669515
1M,NOLLC,clientservertraces,server_034.champsimtrace.xz,0.82653
1M,NOLLC,clientservertraces,server_035.champsimtrace.xz,0.718249
1M,NOLLC,clientservertraces,server_037.champsimtrace.xz,0.778642
1M,NOLLC,clientservertraces,server_038.champsimtrace.xz,0.761612
1M,NOLLC,spec17,600.perlbench_s-570B.champsimtrace.xz,1.31331
1M,NOLLC,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,NOLLC,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,NOLLC,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,NOLLC,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,NOLLC,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,NOLLC,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,NOLLC,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,NOLLC,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,NOLLC,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,NOLLC,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,NOLLC,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,NOLLC,spec17,605.mcf_s-472B.champsimtrace.xz,0.236685
1M,NOLLC,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,NOLLC,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,NOLLC,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,NOLLC,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,NOLLC,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.39419
1M,NOLLC,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.35245
1M,NOLLC,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.33448
1M,NOLLC,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,NOLLC,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,NOLLC,spec17,619.lbm_s-3766B.champsimtrace.xz,0.925153
1M,NOLLC,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,NOLLC,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.320315
1M,NOLLC,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.356755
1M,NOLLC,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572949
1M,NOLLC,spec17,621.wrf_s-8065B.champsimtrace.xz,0.24555
1M,NOLLC,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.234505
1M,NOLLC,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448767
1M,NOLLC,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,NOLLC,spec17,628.pop2_s-17B.champsimtrace.xz,1.09634
1M,NOLLC,spec17,641.leela_s-1083B.champsimtrace.xz,0.786921
1M,NOLLC,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,NOLLC,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,NOLLC,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739436
1M,NOLLC,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,NOLLC,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,NOLLC,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,NOLLC,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,NOLLC,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,NOLLC,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,NOLLC,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,NOLLC,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,NOLLC,spec17,657.xz_s-2302B.champsimtrace.xz,0.689201
1M,NTH-ALL-1x,clientservertraces,client_001.champsimtrace.xz,1.00206
1M,NTH-ALL-1x,clientservertraces,client_002.champsimtrace.xz,0.758113
1M,NTH-ALL-1x,clientservertraces,client_003.champsimtrace.xz,1.35246
1M,NTH-ALL-1x,clientservertraces,client_004.champsimtrace.xz,0.681547
1M,NTH-ALL-1x,clientservertraces,client_005.champsimtrace.xz,0.781288
1M,NTH-ALL-1x,clientservertraces,client_006.champsimtrace.xz,0.61195
1M,NTH-ALL-1x,clientservertraces,client_007.champsimtrace.xz,0.807307
1M,NTH-ALL-1x,clientservertraces,client_008.champsimtrace.xz,0.892774
1M,NTH-ALL-1x,clientservertraces,server_001.champsimtrace.xz,0.859837
1M,NTH-ALL-1x,clientservertraces,server_003.champsimtrace.xz,0.533597
1M,NTH-ALL-1x,clientservertraces,server_004.champsimtrace.xz,0.653053
1M,NTH-ALL-1x,clientservertraces,server_009.champsimtrace.xz,0.636517
1M,NTH-ALL-1x,clientservertraces,server_010.champsimtrace.xz,0.716427
1M,NTH-ALL-1x,clientservertraces,server_011.champsimtrace.xz,0.614135
1M,NTH-ALL-1x,clientservertraces,server_012.champsimtrace.xz,0.667659
1M,NTH-ALL-1x,clientservertraces,server_013.champsimtrace.xz,0.664079
1M,NTH-ALL-1x,clientservertraces,server_014.champsimtrace.xz,1.32086
1M,NTH-ALL-1x,clientservertraces,server_016.champsimtrace.xz,0.777073
1M,NTH-ALL-1x,clientservertraces,server_017.champsimtrace.xz,0.384656
1M,NTH-ALL-1x,clientservertraces,server_018.champsimtrace.xz,0.365817
1M,NTH-ALL-1x,clientservertraces,server_019.champsimtrace.xz,0.395839
1M,NTH-ALL-1x,clientservertraces,server_020.champsimtrace.xz,0.377833
1M,NTH-ALL-1x,clientservertraces,server_021.champsimtrace.xz,0.363766
1M,NTH-ALL-1x,clientservertraces,server_022.champsimtrace.xz,0.336947
1M,NTH-ALL-1x,clientservertraces,server_023.champsimtrace.xz,0.798226
1M,NTH-ALL-1x,clientservertraces,server_024.champsimtrace.xz,0.801578
1M,NTH-ALL-1x,clientservertraces,server_025.champsimtrace.xz,0.800808
1M,NTH-ALL-1x,clientservertraces,server_026.champsimtrace.xz,0.778366
1M,NTH-ALL-1x,clientservertraces,server_027.champsimtrace.xz,0.789265
1M,NTH-ALL-1x,clientservertraces,server_028.champsimtrace.xz,0.759889
1M,NTH-ALL-1x,clientservertraces,server_029.champsimtrace.xz,0.75223
1M,NTH-ALL-1x,clientservertraces,server_030.champsimtrace.xz,0.748025
1M,NTH-ALL-1x,clientservertraces,server_031.champsimtrace.xz,0.735458
1M,NTH-ALL-1x,clientservertraces,server_032.champsimtrace.xz,0.781317
1M,NTH-ALL-1x,clientservertraces,server_033.champsimtrace.xz,0.740891
1M,NTH-ALL-1x,clientservertraces,server_034.champsimtrace.xz,0.844503
1M,NTH-ALL-1x,clientservertraces,server_035.champsimtrace.xz,0.747548
1M,NTH-ALL-1x,clientservertraces,server_037.champsimtrace.xz,0.841799
1M,NTH-ALL-1x,clientservertraces,server_038.champsimtrace.xz,0.790618
1M,NTH-ALL-1x,spec17,600.perlbench_s-570B.champsimtrace.xz,1.31334
1M,NTH-ALL-1x,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,NTH-ALL-1x,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,NTH-ALL-1x,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,NTH-ALL-1x,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,NTH-ALL-1x,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,NTH-ALL-1x,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,NTH-ALL-1x,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,NTH-ALL-1x,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,NTH-ALL-1x,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,NTH-ALL-1x,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,NTH-ALL-1x,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,NTH-ALL-1x,spec17,605.mcf_s-472B.champsimtrace.xz,0.236685
1M,NTH-ALL-1x,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,NTH-ALL-1x,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,NTH-ALL-1x,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,NTH-ALL-1x,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,NTH-ALL-1x,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.38286
1M,NTH-ALL-1x,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.33438
1M,NTH-ALL-1x,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.35296
1M,NTH-ALL-1x,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,NTH-ALL-1x,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,NTH-ALL-1x,spec17,619.lbm_s-3766B.champsimtrace.xz,0.925153
1M,NTH-ALL-1x,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,NTH-ALL-1x,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.324263
1M,NTH-ALL-1x,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.35816
1M,NTH-ALL-1x,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572891
1M,NTH-ALL-1x,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245528
1M,NTH-ALL-1x,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.234965
1M,NTH-ALL-1x,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448739
1M,NTH-ALL-1x,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,NTH-ALL-1x,spec17,628.pop2_s-17B.champsimtrace.xz,1.16679
1M,NTH-ALL-1x,spec17,641.leela_s-1083B.champsimtrace.xz,0.786911
1M,NTH-ALL-1x,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,NTH-ALL-1x,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,NTH-ALL-1x,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739436
1M,NTH-ALL-1x,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,NTH-ALL-1x,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,NTH-ALL-1x,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,NTH-ALL-1x,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,NTH-ALL-1x,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,NTH-ALL-1x,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,NTH-ALL-1x,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,NTH-ALL-1x,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,NTH-ALL-1x,spec17,657.xz_s-2302B.champsimtrace.xz,0.689201
1M,NTH-NOALL,clientservertraces,client_001.champsimtrace.xz,0.701933
1M,NTH-NOALL,clientservertraces,client_002.champsimtrace.xz,0.43549
1M,NTH-NOALL,clientservertraces,client_003.champsimtrace.xz,1.07052
1M,NTH-NOALL,clientservertraces,client_004.champsimtrace.xz,0.380069
1M,NTH-NOALL,clientservertraces,client_005.champsimtrace.xz,0.351534
1M,NTH-NOALL,clientservertraces,client_006.champsimtrace.xz,0.382092
1M,NTH-NOALL,clientservertraces,client_007.champsimtrace.xz,0.464908
1M,NTH-NOALL,clientservertraces,client_008.champsimtrace.xz,0.426516
1M,NTH-NOALL,clientservertraces,server_001.champsimtrace.xz,0.627958
1M,NTH-NOALL,clientservertraces,server_003.champsimtrace.xz,0.223829
1M,NTH-NOALL,clientservertraces,server_004.champsimtrace.xz,0.251065
1M,NTH-NOALL,clientservertraces,server_009.champsimtrace.xz,0.279804
1M,NTH-NOALL,clientservertraces,server_010.champsimtrace.xz,0.270737
1M,NTH-NOALL,clientservertraces,server_011.champsimtrace.xz,0.287358
1M,NTH-NOALL,clientservertraces,server_012.champsimtrace.xz,0.308545
1M,NTH-NOALL,clientservertraces,server_013.champsimtrace.xz,0.261301
1M,NTH-NOALL,clientservertraces,server_014.champsimtrace.xz,1.29796
1M,NTH-NOALL,clientservertraces,server_016.champsimtrace.xz,0.392015
1M,NTH-NOALL,clientservertraces,server_017.champsimtrace.xz,0.318023
1M,NTH-NOALL,clientservertraces,server_018.champsimtrace.xz,0.311614
1M,NTH-NOALL,clientservertraces,server_019.champsimtrace.xz,0.330015
1M,NTH-NOALL,clientservertraces,server_020.champsimtrace.xz,0.316634
1M,NTH-NOALL,clientservertraces,server_021.champsimtrace.xz,0.310489
1M,NTH-NOALL,clientservertraces,server_022.champsimtrace.xz,0.291363
1M,NTH-NOALL,clientservertraces,server_023.champsimtrace.xz,0.427453
1M,NTH-NOALL,clientservertraces,server_024.champsimtrace.xz,0.436224
1M,NTH-NOALL,clientservertraces,server_025.champsimtrace.xz,0.425178
1M,NTH-NOALL,clientservertraces,server_026.champsimtrace.xz,0.409785
1M,NTH-NOALL,clientservertraces,server_027.champsimtrace.xz,0.425357
1M,NTH-NOALL,clientservertraces,server_028.champsimtrace.xz,0.498343
1M,NTH-NOALL,clientservertraces,server_029.champsimtrace.xz,0.443763
1M,NTH-NOALL,clientservertraces,server_030.champsimtrace.xz,0.480327
1M,NTH-NOALL,clientservertraces,server_031.champsimtrace.xz,0.485216
1M,NTH-NOALL,clientservertraces,server_032.champsimtrace.xz,0.532599
1M,NTH-NOALL,clientservertraces,server_033.champsimtrace.xz,0.580365
1M,NTH-NOALL,clientservertraces,server_034.champsimtrace.xz,0.642659
1M,NTH-NOALL,clientservertraces,server_035.champsimtrace.xz,0.588738
1M,NTH-NOALL,clientservertraces,server_037.champsimtrace.xz,0.698045
1M,NTH-NOALL,clientservertraces,server_038.champsimtrace.xz,0.634635
1M,NTH-NOALL,spec17,600.perlbench_s-570B.champsimtrace.xz,1.09398
1M,NTH-NOALL,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,NTH-NOALL,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,NTH-NOALL,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,NTH-NOALL,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,NTH-NOALL,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.737982
1M,NTH-NOALL,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.01169
1M,NTH-NOALL,spec17,603.bwaves_s-891B.champsimtrace.xz,0.368421
1M,NTH-NOALL,spec17,605.mcf_s-1152B.champsimtrace.xz,0.331831
1M,NTH-NOALL,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160863
1M,NTH-NOALL,spec17,605.mcf_s-1554B.champsimtrace.xz,0.14299
1M,NTH-NOALL,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148526
1M,NTH-NOALL,spec17,605.mcf_s-472B.champsimtrace.xz,0.236617
1M,NTH-NOALL,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,NTH-NOALL,spec17,605.mcf_s-665B.champsimtrace.xz,0.367338
1M,NTH-NOALL,spec17,605.mcf_s-782B.champsimtrace.xz,0.168629
1M,NTH-NOALL,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,NTH-NOALL,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.39082
1M,NTH-NOALL,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.34714
1M,NTH-NOALL,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.3565
1M,NTH-NOALL,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,NTH-NOALL,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,NTH-NOALL,spec17,619.lbm_s-3766B.champsimtrace.xz,0.925346
1M,NTH-NOALL,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,NTH-NOALL,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.323271
1M,NTH-NOALL,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.356187
1M,NTH-NOALL,spec17,621.wrf_s-6673B.champsimtrace.xz,0.568744
1M,NTH-NOALL,spec17,621.wrf_s-8065B.champsimtrace.xz,0.243221
1M,NTH-NOALL,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.232802
1M,NTH-NOALL,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448675
1M,NTH-NOALL,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367805
1M,NTH-NOALL,spec17,628.pop2_s-17B.champsimtrace.xz,0.806855
1M,NTH-NOALL,spec17,641.leela_s-1083B.champsimtrace.xz,0.764156
1M,NTH-NOALL,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509128
1M,NTH-NOALL,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.916348
1M,NTH-NOALL,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739399
1M,NTH-NOALL,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.912657
1M,NTH-NOALL,spec17,654.roms_s-1007B.champsimtrace.xz,1.17356
1M,NTH-NOALL,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,NTH-NOALL,spec17,654.roms_s-1390B.champsimtrace.xz,0.478202
1M,NTH-NOALL,spec17,654.roms_s-1613B.champsimtrace.xz,1.44671
1M,NTH-NOALL,spec17,654.roms_s-293B.champsimtrace.xz,1.61081
1M,NTH-NOALL,spec17,654.roms_s-294B.champsimtrace.xz,0.863436
1M,NTH-NOALL,spec17,654.roms_s-523B.champsimtrace.xz,0.597563
1M,NTH-NOALL,spec17,657.xz_s-2302B.champsimtrace.xz,0.683257
1M,NTH-NOL2C,clientservertraces,client_001.champsimtrace.xz,0.941006
1M,NTH-NOL2C,clientservertraces,client_002.champsimtrace.xz,0.711595
1M,NTH-NOL2C,clientservertraces,client_003.champsimtrace.xz,1.28417
1M,NTH-NOL2C,clientservertraces,client_004.champsimtrace.xz,0.641202
1M,NTH-NOL2C,clientservertraces,client_005.champsimtrace.xz,0.74614
1M,NTH-NOL2C,clientservertraces,client_006.champsimtrace.xz,0.59842
1M,NTH-NOL2C,clientservertraces,client_007.champsimtrace.xz,0.760501
1M,NTH-NOL2C,clientservertraces,client_008.champsimtrace.xz,0.813523
1M,NTH-NOL2C,clientservertraces,server_001.champsimtrace.xz,0.833163
1M,NTH-NOL2C,clientservertraces,server_003.champsimtrace.xz,0.50404
1M,NTH-NOL2C,clientservertraces,server_004.champsimtrace.xz,0.604347
1M,NTH-NOL2C,clientservertraces,server_009.champsimtrace.xz,0.597966
1M,NTH-NOL2C,clientservertraces,server_010.champsimtrace.xz,0.665759
